"","match_id","team","yellow_cards","red_cards","crosses","corners","fouls_committed","shots_on_target","shots_off_target","team_goals","opponent_team_api_id","opponent_goals","goal_difference","date"
"4000","4186",8668,4,0,7,2,14,5,2,NA,NA,NA,NA,2015-02-11
"4001","4187",8456,2,0,12,2,11,4,4,4,10194,1,3,2015-02-11
"4002","4187",10194,1,0,30,3,6,3,8,1,8456,4,-3,2015-02-11
"4003","4188",8472,2,0,21,8,8,8,3,NA,NA,NA,NA,2015-02-10
"4004","4188",10172,3,0,15,4,12,7,8,NA,NA,NA,NA,2015-02-10
"4005","4189",10194,3,0,17,3,14,6,2,2,10252,1,1,2015-02-21
"4006","4189",10252,2,0,18,11,11,2,NA,1,10194,2,-1,2015-02-21
"4007","4190",8191,2,0,11,7,9,5,4,1,8455,1,0,2015-02-21
"4008","4190",8455,1,1,9,7,9,4,9,1,8191,1,0,2015-02-21
"4009","4191",9825,3,0,6,1,14,7,3,2,9826,1,1,2015-02-21
"4010","4191",9826,1,0,33,10,14,9,7,1,9825,2,-1,2015-02-21
"4011","4192",8197,1,0,17,7,6,7,6,3,8668,1,2,2015-02-22
"4012","4193",10172,4,1,14,7,16,3,3,1,8667,2,-1,2015-02-21
"4013","4194",8456,3,0,7,7,9,4,6,NA,NA,NA,NA,2015-02-21
"4014","4194",10261,2,0,16,3,8,2,4,NA,NA,NA,NA,2015-02-21
"4015","4195",8466,2,0,18,6,11,13,2,NA,NA,NA,NA,2015-02-22
"4016","4195",8650,3,0,3,1,14,2,2,NA,NA,NA,NA,2015-02-22
"4017","4196",8472,1,0,28,11,11,6,7,NA,NA,NA,NA,2015-02-21
"4018","4196",8659,2,0,23,2,12,2,1,NA,NA,NA,NA,2015-02-21
"4019","4197",10003,2,0,10,4,6,5,3,2,10260,1,1,2015-02-21
"4020","4197",10260,4,0,31,10,15,7,9,1,10003,2,-1,2015-02-21
"4021","4198",8654,2,0,13,9,12,6,2,2,8586,3,-1,2015-02-22
"4022","4199",9825,2,0,22,8,12,7,10,NA,NA,NA,NA,2015-03-01
"4023","4201",8197,1,0,23,2,10,2,5,1,8455,3,-2,2015-04-29
"4024","4202",8456,3,0,20,NA,16,NA,6,1,8650,2,-1,2015-03-01
"4025","4202",8650,1,0,11,3,8,3,5,2,8456,1,1,2015-03-01
"4026","4203",8472,1,1,5,1,12,2,2,NA,NA,NA,NA,2015-02-28
"4027","4203",10260,1,0,23,12,6,11,11,NA,NA,NA,NA,2015-02-28
"4028","4204",10252,5,0,14,5,16,6,6,1,10261,1,0,2015-02-28
"4029","4204",10261,1,0,10,9,6,5,5,1,10252,1,0,2015-02-28
"4030","4205",8586,2,0,7,5,12,6,5,2,10172,1,1,2015-03-07
"4031","4205",10172,1,0,11,3,15,11,6,1,8586,2,-1,2015-03-07
"4032","4206",8667,2,0,5,2,10,2,1,NA,NA,NA,NA,2015-02-28
"4033","4206",10194,2,0,16,5,8,10,6,NA,NA,NA,NA,2015-02-28
"4034","4207",8466,1,0,22,3,17,3,10,NA,NA,NA,NA,2015-02-28
"4035","4207",8659,2,0,16,2,10,3,2,NA,NA,NA,NA,2015-02-28
"4036","4208",8654,2,0,21,11,13,5,10,1,9826,3,-2,2015-02-28
"4037","4208",9826,3,0,13,7,20,4,4,3,8654,1,2,2015-02-28
"4038","4209",8659,4,0,14,3,13,1,1,1,10252,2,-1,2015-03-03
"4039","4209",10252,2,0,17,NA,15,7,7,2,8659,1,1,2015-03-03
"4040","4210",8472,6,0,16,4,14,3,4,1,8667,1,0,2015-03-03
"4041","4210",8667,2,0,26,6,9,7,6,1,8472,1,0,2015-03-03
"4042","4211",9825,1,0,20,6,9,11,6,2,10172,1,1,2015-03-04
"4043","4211",10172,2,0,25,1,10,8,3,1,9825,2,-1,2015-03-04
"4044","4212",9826,2,0,17,2,10,7,2,NA,NA,NA,NA,2015-03-03
"4045","4213",8455,4,0,20,4,10,7,3,NA,NA,NA,NA,2015-03-04
"4046","4213",8654,3,0,32,5,10,12,6,NA,NA,NA,NA,2015-03-04
"4047","4214",8191,1,0,7,5,14,4,4,NA,NA,NA,NA,2015-03-04
"4048","4215",8197,1,0,6,3,3,4,3,NA,NA,NA,NA,2015-03-04
"4049","4216",10260,2,0,19,1,14,5,5,NA,NA,NA,NA,2015-03-04
"4050","4216",10261,1,0,13,4,6,2,3,NA,NA,NA,NA,2015-03-04
"4051","4217",8668,2,0,16,6,14,7,1,NA,NA,NA,NA,2015-03-04
"4052","4217",10194,2,0,24,5,11,4,3,NA,NA,NA,NA,2015-03-04
"4053","4218",8586,1,0,18,6,14,10,4,3,10003,2,1,2015-03-04
"4054","4219",8654,1,0,18,5,10,2,4,NA,NA,NA,NA,2015-03-14
"4055","4219",9825,1,0,29,7,10,8,5,NA,NA,NA,NA,2015-03-14
"4056","4220",8191,2,0,13,2,6,2,6,NA,NA,NA,NA,2015-03-14
"4057","4220",8456,1,0,28,6,9,12,9,NA,NA,NA,NA,2015-03-14
"4058","4221",8455,3,0,12,9,10,9,10,1,8466,1,0,2015-03-15
"4059","4221",8466,3,0,12,2,11,6,4,1,8455,1,0,2015-03-15
"4060","4222",9826,1,0,19,6,17,2,6,3,10172,1,2,2015-03-14
"4061","4222",10172,3,0,16,3,16,4,4,1,9826,3,-2,2015-03-14
"4062","4223",8668,1,0,8,3,11,9,3,NA,NA,NA,NA,2015-03-15
"4063","4223",10261,2,1,15,4,9,8,5,NA,NA,NA,NA,2015-03-15
"4064","4224",8667,5,0,21,5,15,6,4,NA,NA,NA,NA,2015-03-14
"4065","4225",8586,1,0,9,2,10,2,2,NA,NA,NA,NA,2015-03-15
"4066","4225",10260,1,0,12,4,12,2,5,NA,NA,NA,NA,2015-03-15
"4067","4226",8472,1,0,15,2,10,4,6,NA,NA,NA,NA,2015-03-14
"4068","4226",10252,1,0,5,5,9,5,4,NA,NA,NA,NA,2015-03-14
"4069","4227",8650,3,0,7,5,15,6,7,NA,NA,NA,NA,2015-03-16
"4070","4228",8659,1,0,16,7,7,9,4,NA,NA,NA,NA,2015-03-14
"4071","4228",10194,2,0,17,5,16,4,3,NA,NA,NA,NA,2015-03-14
"4072","4229",8667,4,0,29,7,10,2,5,1,10252,2,-1,2014-08-31
"4073","4229",10252,1,0,12,3,8,2,6,2,8667,1,1,2014-08-31
"4074","4230",8191,2,0,11,3,10,4,5,NA,NA,NA,NA,2014-08-30
"4075","4230",10260,2,0,25,6,15,4,4,NA,NA,NA,NA,2014-08-30
"4076","4231",8455,3,0,9,2,17,5,1,5,8668,5,0,2014-08-30
"4077","4231",8668,1,0,30,8,7,10,4,5,8455,5,0,2014-08-30
"4078","4232",8197,3,0,21,5,11,5,4,1,9825,1,0,2014-08-31
"4079","4232",9825,1,0,36,10,5,16,7,1,8197,1,0,2014-08-31
"4080","4233",8456,2,0,28,11,13,11,6,NA,NA,NA,NA,2014-08-30
"4081","4233",10194,1,0,17,4,5,2,4,NA,NA,NA,NA,2014-08-30
"4082","4234",9826,3,0,12,4,19,5,4,3,10261,3,0,2014-08-30
"4083","4234",10261,1,0,28,11,12,4,11,3,9826,3,0,2014-08-30
"4084","4235",8472,2,0,24,6,9,8,7,NA,NA,NA,NA,2014-08-30
"4085","4235",10172,1,0,15,4,9,5,10,NA,NA,NA,NA,2014-08-30
"4086","4235",NA,1,0,NA,NA,1,NA,NA,NA,NA,NA,NA,2014-08-30
"4087","4236",8659,2,0,23,7,9,7,10,NA,NA,NA,NA,2014-08-30
"4088","4236",10003,1,0,12,NA,10,6,6,NA,NA,NA,NA,2014-08-30
"4089","4237",8650,4,0,8,3,13,6,8,NA,NA,NA,NA,2014-08-31
"4090","4238",8466,1,0,28,9,13,9,5,3,8654,1,2,2014-08-30
"4091","4238",8654,2,0,15,2,10,2,1,1,8466,3,-2,2014-08-30
"4092","4240",8455,2,0,12,6,11,4,2,3,8667,2,1,2015-03-22
"4093","4241",8650,2,1,8,2,14,2,3,1,10260,3,-2,2015-03-22
"4094","4241",10260,2,0,11,3,17,3,1,3,8650,1,2,2015-03-22
"4095","4242",8659,0,1,5,2,5,NA,2,NA,NA,NA,NA,2015-03-21
"4096","4244",8668,1,0,5,3,12,3,2,2,10172,1,1,2015-03-22
"4097","4244",10172,2,0,32,1,11,4,10,1,8668,2,-1,2015-03-22
"4098","4246",9826,4,0,11,4,14,3,6,2,10194,1,1,2015-03-21
"4099","4246",10194,3,0,29,8,15,6,8,1,9826,2,-1,2015-03-21
"4100","4247",8197,1,0,22,4,9,3,6,4,8586,4,0,2015-03-21
"4101","4247",8586,2,0,15,4,7,2,5,4,8197,4,0,2015-03-21
"4102","4248",8472,1,0,8,4,11,4,3,NA,NA,NA,NA,2015-03-21
"4103","4249",8650,1,0,7,5,10,4,7,1,9825,4,-3,2015-04-04
"4104","4249",9825,1,0,14,6,7,6,6,4,8650,1,3,2015-04-04
"4105","4250",8191,2,0,23,5,9,9,4,NA,NA,NA,NA,2015-04-05
"4106","4251",8455,1,0,12,9,5,11,6,2,10194,1,1,2015-04-04
"4107","4251",10194,6,0,6,NA,22,2,3,1,8455,2,-1,2015-04-04
"4108","4252",8456,1,0,14,13,11,10,13,1,9826,2,-1,2015-04-06
"4109","4252",9826,2,0,4,4,11,1,1,2,8456,1,1,2015-04-06
"4110","4253",8466,1,0,14,10,17,5,6,NA,NA,NA,NA,2015-04-04
"4111","4254",8654,4,0,22,6,10,8,7,1,8197,3,-2,2015-04-04
"4112","4255",10252,1,0,7,2,12,2,2,1,10260,3,-2,2015-04-04
"4113","4256",8472,5,0,20,8,14,10,7,NA,NA,NA,NA,2015-04-05
"4114","4256",10261,2,0,14,4,18,4,6,NA,NA,NA,NA,2015-04-05
"4115","4257",8667,5,1,15,7,13,4,3,1,10003,3,-2,2015-04-04
"4116","4257",10003,1,0,9,4,10,3,4,3,8667,1,2,2015-04-04
"4117","4258",8659,2,1,24,2,6,7,7,1,10172,4,-3,2015-04-04
"4118","4258",10172,3,0,6,4,15,5,2,4,8659,1,3,2015-04-04
"4119","4259",8191,2,0,16,1,15,6,2,NA,NA,NA,NA,2015-04-11
"4120","4260",8650,2,0,15,6,9,9,5,NA,NA,NA,NA,2015-04-13
"4121","4260",10261,1,0,16,6,17,4,6,NA,NA,NA,NA,2015-04-13
"4122","4261",8456,3,0,6,5,17,4,3,2,10260,4,-2,2015-04-12
"4123","4262",8455,1,0,22,6,6,3,4,NA,NA,NA,NA,2015-04-12
"4124","4262",10172,2,0,15,5,12,10,4,NA,NA,NA,NA,2015-04-12
"4125","4263",8466,2,0,15,2,7,5,2,NA,NA,NA,NA,2015-04-11
"4126","4264",8472,2,0,9,7,15,3,7,1,9826,4,-3,2015-04-11
"4127","4264",9826,2,0,11,4,17,8,NA,4,8472,1,3,2015-04-11
"4128","4265",8668,3,0,11,6,12,8,2,1,10003,1,0,2015-04-11
"4129","4265",10003,3,0,12,3,18,3,5,1,8668,1,0,2015-04-11
"4130","4266",8586,3,0,19,9,11,5,11,NA,NA,NA,NA,2015-04-11
"4131","4266",10252,3,0,16,6,12,3,7,NA,NA,NA,NA,2015-04-11
"4132","4267",8197,2,0,28,6,15,4,5,3,8659,2,1,2015-04-11
"4133","4267",8659,2,0,10,4,15,4,2,2,8197,3,-1,2015-04-11
"4134","4268",8654,3,0,17,4,17,7,4,1,10194,1,0,2015-04-11
"4135","4268",10194,1,0,26,10,13,10,9,1,8654,1,0,2015-04-11
"4136","4269",9825,1,0,32,5,6,17,10,NA,NA,NA,NA,2015-05-20
"4137","4270",10172,4,0,15,3,12,4,1,3,10252,3,0,2015-04-07
"4138","4271",8455,3,0,7,3,14,4,3,NA,NA,NA,NA,2015-04-18
"4139","4271",10260,1,0,17,7,12,5,9,NA,NA,NA,NA,2015-04-18
"4140","4272",8659,3,0,8,6,17,2,2,NA,NA,NA,NA,2015-04-18
"4141","4272",9826,3,0,35,7,17,6,12,NA,NA,NA,NA,2015-04-18
"4142","4273",8191,3,0,17,6,15,5,4,NA,NA,NA,NA,2015-04-18
"4143","4273",8668,1,0,18,5,12,10,6,NA,NA,NA,NA,2015-04-18
"4144","4274",8667,2,0,16,7,10,5,2,NA,NA,NA,NA,2015-04-28
"4145","4275",10003,2,0,10,3,5,7,3,NA,NA,NA,NA,2015-04-18
"4146","4276",8456,2,0,22,6,10,11,6,1,8654,1,0,2015-04-19
"4147","4276",8654,2,0,12,3,6,7,3,1,8456,1,0,2015-04-19
"4148","4277",8586,4,0,9,3,13,7,4,3,10261,1,2,2015-04-19
"4149","4277",10261,2,0,20,4,11,7,3,1,8586,3,-2,2015-04-19
"4150","4278",8466,4,0,13,5,17,8,2,1,10194,2,-1,2015-04-18
"4151","4279",8455,3,0,4,2,12,4,3,NA,NA,NA,NA,2015-04-26
"4152","4279",9825,4,0,25,6,17,4,6,NA,NA,NA,NA,2015-04-26
"4153","4280",8191,3,0,16,6,16,11,NA,1,8197,1,0,2015-04-25
"4154","4280",NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-04-25
"4155","4282",10260,2,0,26,7,10,12,5,NA,NA,NA,NA,2015-04-26
"4156","4283",8456,1,0,9,7,13,6,2,3,10252,2,1,2015-04-25
"4157","4283",10252,2,0,22,6,11,4,6,2,8456,3,-1,2015-04-25
"4158","4284",10003,2,0,8,6,9,3,4,3,10261,2,1,2015-04-25
"4159","4284",10261,1,0,16,9,14,1,4,2,10003,3,-1,2015-04-25
"4160","4285",10172,1,0,22,6,14,9,8,NA,NA,NA,NA,2015-04-25
"4161","4286",8466,1,0,15,8,9,4,6,2,8586,2,0,2015-04-25
"4162","4286",8586,3,0,14,3,10,3,3,2,8466,2,0,2015-04-25
"4163","4287",8472,3,0,17,8,16,6,8,1,10194,1,0,2015-04-25
"4164","4287",10194,2,0,35,9,14,14,8,1,8472,1,0,2015-04-25
"4165","4288",8659,1,0,11,2,12,4,4,NA,NA,NA,NA,2015-04-25
"4166","4289",8668,1,0,12,3,12,4,3,2,10252,3,-1,2015-05-02
"4167","4289",10252,2,0,15,5,13,3,4,3,8668,2,1,2015-05-02
"4168","4290",8455,2,0,12,3,12,8,8,NA,NA,NA,NA,2015-05-03
"4169","4290",9826,2,0,22,6,13,4,3,NA,NA,NA,NA,2015-05-03
"4170","4291",8667,2,0,21,NA,8,2,4,1,9825,3,-2,2015-05-04
"4171","4292",8197,1,0,22,10,10,7,9,NA,NA,NA,NA,2015-05-02
"4172","4292",10261,4,0,13,7,13,5,8,NA,NA,NA,NA,2015-05-02
"4173","4293",8650,2,0,22,9,9,10,10,3,10172,1,2,2015-05-02
"4174","4293",10172,4,0,19,6,18,3,7,1,8650,3,-2,2015-05-02
"4175","4294",10260,1,0,30,9,10,15,7,1,8659,1,0,2015-05-02
"4176","4295",8466,2,1,15,1,13,3,5,1,8472,2,-1,2015-05-02
"4177","4295",8472,2,0,12,1,12,6,3,2,8466,1,1,2015-05-02
"4178","4296",10003,1,0,14,6,9,5,6,NA,NA,NA,NA,2015-05-02
"4179","4296",10194,3,0,9,2,19,4,3,NA,NA,NA,NA,2015-05-02
"4180","4297",8456,4,0,16,7,11,9,5,NA,NA,NA,NA,2015-05-03
"4181","4297",8586,3,0,26,8,6,10,7,NA,NA,NA,NA,2015-05-03
"4182","4298",8191,2,1,18,3,8,4,4,NA,NA,NA,NA,2015-05-02
"4183","4298",8654,3,0,33,13,11,14,9,NA,NA,NA,NA,2015-05-02
"4184","4299",10003,1,0,8,1,10,4,3,NA,NA,NA,NA,2015-05-11
"4185","4300",8654,1,0,13,6,13,3,3,NA,NA,NA,NA,2015-05-09
"4186","4300",10252,1,0,28,2,6,6,7,NA,NA,NA,NA,2015-05-09
"4187","4301",8455,4,0,9,6,14,4,3,1,8650,1,0,2015-05-10
"4188","4301",8650,3,0,15,4,11,5,10,1,8455,1,0,2015-05-10
"4189","4302",10260,1,0,13,6,12,7,4,2,9826,1,1,2015-05-09
"4190","4303",8472,3,0,9,1,9,4,4,NA,NA,NA,NA,2015-05-09
"4191","4303",8668,2,0,22,15,10,14,9,NA,NA,NA,NA,2015-05-09
"4192","4304",8191,1,0,15,3,13,2,4,NA,NA,NA,NA,2015-05-09
"4193","4304",8667,1,0,26,9,15,13,7,NA,NA,NA,NA,2015-05-09
"4194","4305",8197,1,0,12,4,12,3,4,NA,NA,NA,NA,2015-05-09
"4195","4306",10172,1,0,19,4,7,4,5,1,8456,6,-5,2015-05-10
"4196","4307",8659,3,0,10,2,17,3,3,1,10261,1,0,2015-05-09
"4197","4307",10261,2,0,25,7,11,5,9,1,8659,1,0,2015-05-09
"4198","4308",8586,1,0,21,8,12,6,3,1,10194,2,-1,2015-05-09
"4199","4309",8191,1,0,20,7,14,6,1,NA,NA,NA,NA,2015-05-16
"4200","4309",10194,2,0,22,6,9,5,5,NA,NA,NA,NA,2015-05-16
"4201","4310",8650,2,0,12,4,10,8,8,1,9826,4,-3,2015-05-16
"4202","4310",9826,3,0,12,5,18,5,7,4,8650,1,3,2015-05-16
"4203","4311",10260,1,0,18,5,16,7,6,NA,NA,NA,NA,2015-05-17
"4204","4312",10172,2,0,19,3,12,3,3,2,10261,1,1,2015-05-16
"4205","4313",8466,1,0,13,6,19,9,3,6,10252,1,5,2015-05-16
"4206","4313",10252,1,0,25,3,7,4,4,1,8466,6,-5,2015-05-16
"4207","4314",8197,1,0,21,9,15,4,5,NA,NA,NA,NA,2015-05-16
"4208","4314",8472,4,0,10,8,14,7,4,NA,NA,NA,NA,2015-05-16
"4209","4315",8456,3,0,9,7,8,11,6,4,10003,2,2,2015-05-17
"4210","4316",8586,3,0,16,6,10,2,7,NA,NA,NA,NA,2015-05-16
"4211","4316",8667,1,0,26,8,6,4,8,NA,NA,NA,NA,2015-05-16
"4212","4317",8455,2,1,15,4,11,7,5,NA,NA,NA,NA,2015-05-18
"4213","4317",8659,3,0,11,3,12,3,3,NA,NA,NA,NA,2015-05-18
"4214","4318",8654,1,0,21,7,13,7,5,1,8668,2,-1,2015-05-16
"4215","4318",8668,4,0,11,8,14,8,9,2,8654,1,1,2015-05-16
"4216","4319",9825,1,0,7,7,6,11,8,4,8659,1,3,2015-05-24
"4217","4320",8191,2,0,10,2,6,4,2,NA,NA,NA,NA,2015-05-24
"4218","4320",10252,1,0,27,7,11,7,10,NA,NA,NA,NA,2015-05-24
"4219","4321",8455,2,0,31,11,12,12,7,3,8472,1,2,2015-05-24
"4220","4321",8472,1,0,4,3,8,9,6,1,8455,3,-2,2015-05-24
"4221","4322",9826,3,0,21,7,23,9,2,NA,NA,NA,NA,2015-05-24
"4222","4323",8586,2,0,6,5,7,10,4,NA,NA,NA,NA,2015-05-24
"4223","4323",8668,1,0,13,3,12,3,9,NA,NA,NA,NA,2015-05-24
"4224","4324",8667,2,0,19,8,12,8,5,NA,NA,NA,NA,2015-05-24
"4225","4324",10260,2,1,6,1,15,4,3,NA,NA,NA,NA,2015-05-24
"4226","4326",8456,1,0,11,8,13,7,8,NA,NA,NA,NA,2015-05-24
"4227","4326",8466,1,0,18,4,8,8,6,NA,NA,NA,NA,2015-05-24
"4228","4327",8654,1,0,19,3,9,1,3,NA,NA,NA,NA,2015-05-24
"4229","4327",10261,2,0,29,2,9,4,10,NA,NA,NA,NA,2015-05-24
"4230","4328",8650,2,0,11,9,4,8,6,1,10194,6,-5,2015-05-24
"4231","4328",10194,4,0,9,3,14,5,4,6,8650,1,5,2015-05-24
"4232","4329",8456,4,0,16,3,15,8,5,2,9825,2,0,2014-09-13
"4233","4329",9825,3,0,22,NA,8,4,9,2,8456,2,0,2014-09-13
"4234","4330",10003,3,0,11,4,11,3,8,1,8455,5,-4,2014-09-13
"4235","4331",8191,3,0,12,6,10,7,4,NA,NA,NA,NA,2014-09-13
"4236","4331",9826,2,0,17,5,12,3,11,NA,NA,NA,NA,2014-09-13
"4237","4332",8654,1,0,20,10,8,11,6,2,8667,3,-1,2014-09-15
"4238","4332",8667,3,0,20,3,12,6,4,3,8654,2,1,2014-09-15
"4239","4333",8650,2,0,21,7,9,6,11,NA,NA,NA,NA,2014-09-13
"4240","4333",10252,1,0,11,6,10,2,3,NA,NA,NA,NA,2014-09-13
"4241","4334",10260,1,0,17,3,11,8,6,NA,NA,NA,NA,2014-09-14
"4242","4335",10261,2,0,13,5,7,4,4,NA,NA,NA,NA,2014-09-13
"4243","4336",10194,3,0,28,16,9,9,16,NA,NA,NA,NA,2014-09-13
"4244","4337",8472,5,0,18,6,16,3,3,1,8586,3,-2,2014-09-13
"4245","4337",8586,1,0,14,5,14,10,4,3,8472,1,2,2014-09-13
"4246","4338",8659,2,0,17,9,8,8,5,NA,NA,NA,NA,2014-09-13
"4247","4338",8668,3,0,7,1,5,4,6,NA,NA,NA,NA,2014-09-13
"4248","4339",9825,3,0,13,5,10,4,4,2,10252,1,1,2014-09-20
"4249","4339",10252,1,0,13,5,12,4,1,1,9825,2,-1,2014-09-20
"4250","4340",8191,1,0,17,5,14,5,5,NA,NA,NA,NA,2014-09-20
"4251","4340",8472,2,0,13,1,14,7,5,NA,NA,NA,NA,2014-09-20
"4252","4341",8668,2,0,16,7,8,6,7,2,9826,3,-1,2014-09-21
"4253","4341",9826,1,0,12,1,10,4,3,3,8668,2,1,2014-09-21
"4254","4342",8197,1,0,19,2,11,2,5,5,10260,3,2,2014-09-21
"4255","4342",10260,1,1,17,4,11,5,9,3,8197,5,-2,2014-09-21
"4256","4343",8455,4,0,10,2,12,3,2,1,8456,1,0,2014-09-21
"4257","4343",8456,4,0,25,14,16,6,9,1,8455,1,0,2014-09-21
"4258","4344",8667,2,0,11,2,10,2,5,2,10261,2,0,2014-09-20
"4259","4344",10261,4,0,24,4,12,12,7,2,8667,2,0,2014-09-20
"4260","4345",10172,2,0,19,10,6,9,11,2,10194,2,0,2014-09-20
"4261","4345",10194,4,0,12,1,15,3,4,2,10172,2,0,2014-09-20
"4262","4346",8466,4,0,11,4,15,3,6,NA,NA,NA,NA,2014-09-20
"4263","4346",10003,1,0,6,2,11,2,3,NA,NA,NA,NA,2014-09-20
"4264","4346",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-09-20
"4265","4347",8586,2,0,29,9,12,3,3,NA,NA,NA,NA,2014-09-21
"4266","4347",8659,2,0,10,7,7,5,4,NA,NA,NA,NA,2014-09-21
"4267","4348",8650,1,0,16,5,11,7,3,1,8654,3,-2,2014-09-20
"4268","4348",8654,4,0,11,7,17,8,3,3,8650,1,2,2014-09-20
"4269","4349",8586,6,0,6,5,14,6,1,1,9825,1,0,2014-09-27
"4270","4349",9825,3,0,30,15,8,15,2,1,8586,1,0,2014-09-27
"4271","4350",8455,2,0,17,9,11,8,8,NA,NA,NA,NA,2014-09-27
"4272","4350",10252,2,0,12,2,9,2,4,NA,NA,NA,NA,2014-09-27
"4273","4351",8197,2,0,24,6,7,4,2,NA,NA,NA,NA,2014-09-27
"4274","4352",8456,2,0,8,8,6,7,8,5,8667,1,4,2014-09-27
"4275","4353",8650,2,0,14,8,8,14,8,1,8668,1,0,2014-09-27
"4276","4353",8668,1,0,7,2,9,6,3,1,8650,1,0,2014-09-27
"4277","4354",8654,3,0,24,10,12,1,6,2,10260,2,0,2014-09-27
"4278","4354",10260,1,1,12,7,10,3,3,2,8654,2,0,2014-09-27
"4279","4355",8466,2,0,13,6,12,7,8,2,10172,1,1,2014-09-27
"4280","4355",10172,1,0,8,3,11,NA,7,1,8466,2,-1,2014-09-27
"4281","4356",10194,1,0,8,2,20,6,4,NA,NA,NA,NA,2014-09-29
"4282","4356",10261,2,0,20,10,15,4,11,NA,NA,NA,NA,2014-09-29
"4283","4357",8472,2,0,23,10,14,5,10,NA,NA,NA,NA,2014-09-27
"4284","4357",10003,2,0,11,1,16,1,6,NA,NA,NA,NA,2014-09-27
"4285","4358",8191,2,0,16,2,9,7,4,NA,NA,NA,NA,2014-09-28
"4286","4358",8659,1,0,19,10,6,10,7,NA,NA,NA,NA,2014-09-28
"4287","4359",8456,1,0,23,7,6,14,11,NA,NA,NA,NA,2014-10-04
"4288","4360",8455,4,0,11,2,14,3,2,NA,NA,NA,NA,2014-10-05
"4289","4360",9825,3,0,14,2,10,3,6,NA,NA,NA,NA,2014-10-05
"4290","4361",8667,1,0,14,6,6,7,7,NA,NA,NA,NA,2014-10-04
"4291","4361",9826,2,0,13,7,13,5,5,NA,NA,NA,NA,2014-10-04
"4292","4362",8191,2,0,25,3,13,3,6,2,8197,2,0,2014-10-04
"4293","4362",8197,2,0,23,9,16,10,5,2,8191,2,0,2014-10-04
"4294","4363",8650,2,0,14,5,12,11,5,2,8659,1,1,2014-10-04
"4295","4363",8659,2,0,14,5,16,3,4,1,8650,2,-1,2014-10-04
"4296","4364",8668,3,0,16,6,12,6,2,2,10260,2,0,2014-10-05
"4297","4364",10260,4,0,19,11,18,4,8,2,8668,2,0,2014-10-05
"4298","4365",8472,3,0,12,7,11,2,3,3,10194,1,2,2014-10-04
"4299","4365",10194,4,0,14,4,17,5,4,1,8472,3,-2,2014-10-04
"4300","4366",10003,1,0,11,3,11,4,5,2,10261,2,0,2014-10-04
"4301","4366",10261,3,0,21,1,15,3,3,2,10003,2,0,2014-10-04
"4302","4367",8466,1,0,12,5,9,5,4,NA,NA,NA,NA,2014-10-05
"4303","4367",8586,2,0,13,10,15,5,2,NA,NA,NA,NA,2014-10-05
"4304","4367",NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-10-05
"4305","4368",8654,2,0,18,7,10,5,4,1,10172,1,0,2014-10-05
"4306","4368",10172,2,0,9,5,12,5,3,1,8654,1,0,2014-10-05
"4307","4369",8667,2,0,4,NA,13,3,NA,2,9825,2,0,2014-10-18
"4308","4369",9825,2,0,15,10,7,13,7,2,8667,2,0,2014-10-18
"4309","4369",NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-10-18
"4310","4370",8654,1,0,11,7,10,2,6,3,8191,1,2,2014-10-18
"4311","4371",8455,1,1,6,2,7,5,7,2,9826,1,1,2014-10-18
"4312","4371",9826,2,0,10,3,13,3,3,1,8455,2,-1,2014-10-18
"4313","4372",8668,2,0,7,3,12,10,2,NA,NA,NA,NA,2014-10-18
"4314","4372",10252,2,0,20,4,16,6,4,NA,NA,NA,NA,2014-10-18
"4315","4373",8456,1,0,10,3,11,11,5,5,8586,2,3,2014-10-18
"4316","4373",8586,2,1,7,4,10,12,6,2,8456,5,-3,2014-10-18
"4317","4374",8197,3,0,17,7,17,4,2,NA,NA,NA,NA,2014-10-18
"4318","4375",8650,3,0,9,2,15,6,7,2,10172,3,-1,2014-10-19
"4319","4375",10172,2,0,18,7,11,9,5,3,8650,2,1,2014-10-19
"4320","4376",8466,1,0,18,5,11,4,7,5,8472,3,2,2014-10-18
"4321","4376",8472,3,0,13,6,8,3,5,3,8466,5,-2,2014-10-18
"4322","4377",10003,1,0,8,5,7,7,3,1,10194,2,-1,2014-10-19
"4323","4377",10194,4,0,14,3,17,6,8,2,10003,1,1,2014-10-19
"4324","4378",8659,1,0,10,NA,6,2,3,2,10260,2,0,2014-10-20
"4325","4378",10260,2,0,33,11,8,11,8,2,8659,2,0,2014-10-20
"4326","4379",8191,4,0,32,5,11,7,7,1,8668,3,-2,2014-10-26
"4327","4379",8668,2,0,8,4,7,8,4,3,8191,1,2,2014-10-26
"4328","4380",8650,3,0,24,14,10,14,6,NA,NA,NA,NA,2014-10-25
"4329","4380",8667,2,0,11,1,17,3,2,NA,NA,NA,NA,2014-10-25
"4330","4381",8455,6,0,10,7,14,3,4,1,10260,1,0,2014-10-26
"4331","4381",10260,3,0,27,4,12,6,9,1,8455,1,0,2014-10-26
"4332","4382",10252,2,0,23,4,15,10,6,NA,NA,NA,NA,2014-10-27
